Gene	gene_length
ENSDARG00000006332	3419
ENSDARG00000006341	2555
ENSDARG00000006345	1240
ENSDARG00000006350	3319
ENSDARG00000006353	5776
ENSDARG00000006356	2406
ENSDARG00000006368	1734
ENSDARG00000006370	2151
ENSDARG00000006372	1872
ENSDARG00000006383	4941
ENSDARG00000006385	2348
ENSDARG00000006389	4051
ENSDARG00000006392	1393
ENSDARG00000006395	3331
ENSDARG00000006396	4505
ENSDARG00000006397	2081
ENSDARG00000006399	1818
ENSDARG00000006408	1599
ENSDARG00000006409	1695
ENSDARG00000006413	1060
ENSDARG00000006420	7028
ENSDARG00000006422	3184
ENSDARG00000006427	1337
ENSDARG00000006434	1908
ENSDARG00000006447	2115
ENSDARG00000006456	1402
ENSDARG00000006467	6292
ENSDARG00000006468	1829
ENSDARG00000006474	1526
ENSDARG00000006477	4199
ENSDARG00000006487	2522
ENSDARG00000006491	2453
ENSDARG00000006494	5278
ENSDARG00000006497	3972
ENSDARG00000006501	1741
ENSDARG00000006508	2743
ENSDARG00000006514	1538
ENSDARG00000006522	2060
ENSDARG00000006524	6394
ENSDARG00000006526	9157
ENSDARG00000006527	3439
ENSDARG00000006544	2173
ENSDARG00000006545	6720
ENSDARG00000006546	4493
ENSDARG00000006553	2802
ENSDARG00000006560	1633
ENSDARG00000006566	4973
ENSDARG00000006567	1190
ENSDARG00000006568	1182
ENSDARG00000006577	605
ENSDARG00000006580	777
ENSDARG00000006584	5110
ENSDARG00000006585	5272
ENSDARG00000006588	2242
ENSDARG00000006598	1959
ENSDARG00000006600	3889
ENSDARG00000006601	4797
ENSDARG00000006602	2368
ENSDARG00000006603	2786
ENSDARG00000006604	2620
ENSDARG00000006607	4113
ENSDARG00000006609	3193
ENSDARG00000006615	4167
ENSDARG00000006617	2526
ENSDARG00000006621	2100
ENSDARG00000006624	2347
ENSDARG00000006636	3032
ENSDARG00000006639	5218
ENSDARG00000006640	2875
ENSDARG00000006642	2163
ENSDARG00000006666	1782
ENSDARG00000006672	2972
ENSDARG00000006677	2194
ENSDARG00000006678	2871
ENSDARG00000006683	6858
ENSDARG00000006691	1570
ENSDARG00000006712	3031
ENSDARG00000006719	7167
ENSDARG00000006747	10605
ENSDARG00000006754	3239
ENSDARG00000006757	4255
ENSDARG00000006758	3525
ENSDARG00000006760	1839
ENSDARG00000006766	4220
ENSDARG00000006773	2172
ENSDARG00000006775	3027
ENSDARG00000006782	3746
ENSDARG00000006786	2255
ENSDARG00000006791	2413
ENSDARG00000006797	1958
ENSDARG00000006811	1600
ENSDARG00000006812	5478
ENSDARG00000006816	1050
ENSDARG00000006818	1292
ENSDARG00000006832	6456
ENSDARG00000006837	2488
ENSDARG00000006838	2030
ENSDARG00000006840	2564
ENSDARG00000006848	7162
ENSDARG00000006849	3155
ENSDARG00000006859	6663
ENSDARG00000006862	3963
ENSDARG00000006863	4816
ENSDARG00000006865	2971
ENSDARG00000006868	1768
ENSDARG00000006869	1573
ENSDARG00000006877	1938
ENSDARG00000006878	5780
ENSDARG00000006889	3126
ENSDARG00000006891	1610
ENSDARG00000006892	3835
ENSDARG00000006894	1486
ENSDARG00000006896	3278
ENSDARG00000006899	2787
ENSDARG00000006900	2335
ENSDARG00000006901	4181
ENSDARG00000006911	3669
ENSDARG00000006915	1772
ENSDARG00000006921	10218
ENSDARG00000006923	8718
ENSDARG00000006924	6521
ENSDARG00000006939	3080
ENSDARG00000006944	1088
ENSDARG00000006963	6648
ENSDARG00000006978	3466
ENSDARG00000006981	1144
ENSDARG00000006983	1419
ENSDARG00000006990	1221
ENSDARG00000007009	1878
ENSDARG00000007018	1035
ENSDARG00000007024	1236
ENSDARG00000007025	1071
ENSDARG00000007034	4012
ENSDARG00000007040	1933
ENSDARG00000007045	2619
ENSDARG00000007065	1124
ENSDARG00000007067	399
ENSDARG00000007077	6026
ENSDARG00000007080	1983
ENSDARG00000007081	4101
ENSDARG00000007086	1508
ENSDARG00000007092	2903
ENSDARG00000007097	1526
ENSDARG00000007098	1859
ENSDARG00000007099	2391
ENSDARG00000007108	2002
ENSDARG00000007125	1714
ENSDARG00000007127	1945
ENSDARG00000007129	2332
ENSDARG00000007130	1061
ENSDARG00000007135	4220
ENSDARG00000007136	10513
ENSDARG00000007141	1860
ENSDARG00000007149	4119
ENSDARG00000007151	1470
ENSDARG00000007169	1394
ENSDARG00000007171	1881
ENSDARG00000007172	6597
ENSDARG00000007175	3578
ENSDARG00000007179	9014
ENSDARG00000007180	3295
ENSDARG00000007181	2115
ENSDARG00000007184	8126
ENSDARG00000007186	1282
ENSDARG00000007195	5545
ENSDARG00000007196	1560
ENSDARG00000007198	3717
ENSDARG00000007199	1967
ENSDARG00000007207	3990
ENSDARG00000007216	3311
ENSDARG00000007217	5284
ENSDARG00000007219	4390
ENSDARG00000007220	4020
ENSDARG00000007221	1960
ENSDARG00000007231	3984
ENSDARG00000007241	1822
ENSDARG00000007244	1209
ENSDARG00000007245	1776
ENSDARG00000007247	2535
ENSDARG00000007250	1836
ENSDARG00000007257	1279
ENSDARG00000007264	855
ENSDARG00000007271	3044
ENSDARG00000007275	2261
ENSDARG00000007276	973
ENSDARG00000007277	1415
ENSDARG00000007278	9707
ENSDARG00000007279	1430
ENSDARG00000007285	1394
ENSDARG00000007289	1144
ENSDARG00000007294	3495
ENSDARG00000007302	3153
ENSDARG00000007315	2587
ENSDARG00000007320	1039
ENSDARG00000007323	1783
ENSDARG00000007329	4949
ENSDARG00000007344	1190
ENSDARG00000007347	1639
ENSDARG00000007349	3500
ENSDARG00000007356	1107
ENSDARG00000007358	2860
ENSDARG00000007359	845
ENSDARG00000007362	2548
ENSDARG00000007366	2516
ENSDARG00000007369	5114
ENSDARG00000007370	9317
ENSDARG00000007371	2244
ENSDARG00000007377	5194
ENSDARG00000007382	2272
ENSDARG00000007383	4113
ENSDARG00000007385	2226
ENSDARG00000007387	2421
ENSDARG00000007396	1473
ENSDARG00000007398	6534
ENSDARG00000007405	1823
ENSDARG00000007406	3891
ENSDARG00000007407	1430
ENSDARG00000007409	1032
ENSDARG00000007412	1903
ENSDARG00000007413	6475
ENSDARG00000007418	1212
ENSDARG00000007421	1707
ENSDARG00000007425	1741
ENSDARG00000007429	2096
ENSDARG00000007430	3027
ENSDARG00000007436	1351
ENSDARG00000007438	1252
ENSDARG00000007443	2626
ENSDARG00000007444	3840
ENSDARG00000007449	2223
ENSDARG00000007461	3747
ENSDARG00000007465	6183
ENSDARG00000007467	1979
ENSDARG00000007477	1815
ENSDARG00000007480	1910
ENSDARG00000007485	3111
ENSDARG00000007490	1333
ENSDARG00000007494	1918
ENSDARG00000007496	2872
ENSDARG00000007523	5497
ENSDARG00000007526	1593
ENSDARG00000007531	1701
ENSDARG00000007534	2191
ENSDARG00000007553	3192
ENSDARG00000007560	3253
ENSDARG00000007561	9179
ENSDARG00000007566	2895
ENSDARG00000007576	4211
ENSDARG00000007582	3479
ENSDARG00000007597	1380
ENSDARG00000007601	6487
ENSDARG00000007603	2529
ENSDARG00000007614	1652
ENSDARG00000007624	1163
ENSDARG00000007630	3617
ENSDARG00000007639	4501
ENSDARG00000007654	3373
ENSDARG00000007655	1293
ENSDARG00000007657	1298
ENSDARG00000007663	3651
ENSDARG00000007671	3937
ENSDARG00000007678	6346
ENSDARG00000007682	1309
ENSDARG00000007691	3503
ENSDARG00000007693	5342
ENSDARG00000007697	858
ENSDARG00000007708	1162
ENSDARG00000007709	2676
ENSDARG00000007711	2062
ENSDARG00000007715	2297
ENSDARG00000007720	3010
ENSDARG00000007722	1633
ENSDARG00000007723	1026
ENSDARG00000007727	2458
ENSDARG00000007734	1495
ENSDARG00000007737	3801
ENSDARG00000007739	3311
ENSDARG00000007743	3025
ENSDARG00000007744	2658
ENSDARG00000007745	3965
ENSDARG00000007751	6626
ENSDARG00000007753	3633
ENSDARG00000007755	1319
ENSDARG00000007760	1407
ENSDARG00000007764	3018
ENSDARG00000007769	1980
ENSDARG00000007774	5557
ENSDARG00000007783	4580
ENSDARG00000007786	3447
ENSDARG00000007787	1436
ENSDARG00000007788	5392
ENSDARG00000007791	2883
ENSDARG00000007795	1678
ENSDARG00000007804	2637
ENSDARG00000007807	3275
ENSDARG00000007808	2906
ENSDARG00000007812	4681
ENSDARG00000007813	6032
ENSDARG00000007818	2759
ENSDARG00000007823	2701
ENSDARG00000007824	9538
ENSDARG00000007825	2093
ENSDARG00000007836	2083
ENSDARG00000007842	4346
ENSDARG00000007856	1345
ENSDARG00000007863	3575
ENSDARG00000007864	1411
ENSDARG00000007867	2241
ENSDARG00000007869	2680
ENSDARG00000007885	2029
ENSDARG00000007886	3321
ENSDARG00000007891	2771
ENSDARG00000007892	1410
ENSDARG00000007901	2371
ENSDARG00000007906	14302
ENSDARG00000007912	6041
ENSDARG00000007916	2130
ENSDARG00000007918	3939
ENSDARG00000007923	3064
ENSDARG00000007941	1475
ENSDARG00000007943	4348
ENSDARG00000007944	2074
ENSDARG00000007950	4484
ENSDARG00000007955	3955
ENSDARG00000007959	2317
ENSDARG00000007960	4736
ENSDARG00000007971	918
ENSDARG00000007975	1606
ENSDARG00000007976	10037
ENSDARG00000007982	1858
ENSDARG00000007988	2765
ENSDARG00000007989	654
ENSDARG00000007990	1389
ENSDARG00000007996	5415
ENSDARG00000008010	861
ENSDARG00000008014	1682
ENSDARG00000008019	2739
ENSDARG00000008020	871
ENSDARG00000008022	3197
ENSDARG00000008026	5542
ENSDARG00000008029	2719
ENSDARG00000008030	2957
ENSDARG00000008032	4754
ENSDARG00000008034	3561
ENSDARG00000008049	865
ENSDARG00000008060	3240
ENSDARG00000008068	2173
ENSDARG00000008075	986
ENSDARG00000008095	2512
ENSDARG00000008097	1546
ENSDARG00000008098	1546
ENSDARG00000008100	3025
ENSDARG00000008105	1475
ENSDARG00000008107	3067
ENSDARG00000008119	1923
ENSDARG00000008127	6041
ENSDARG00000008131	1775
ENSDARG00000008133	1863
ENSDARG00000008140	2850
ENSDARG00000008141	3438
ENSDARG00000008142	2909
ENSDARG00000008153	4891
ENSDARG00000008155	1997
ENSDARG00000008164	3539
ENSDARG00000008165	1542
ENSDARG00000008170	2376
ENSDARG00000008174	1507
ENSDARG00000008182	1674
ENSDARG00000008184	7182
ENSDARG00000008186	5325
ENSDARG00000008188	3009
ENSDARG00000008191	1436
ENSDARG00000008192	2842
ENSDARG00000008200	7012
ENSDARG00000008203	1941
ENSDARG00000008209	4144
ENSDARG00000008212	1989
ENSDARG00000008218	2991
ENSDARG00000008219	525
ENSDARG00000008224	4625
ENSDARG00000008235	3836
ENSDARG00000008237	2371
ENSDARG00000008238	7789
ENSDARG00000008239	1726
ENSDARG00000008243	6359
ENSDARG00000008247	1473
ENSDARG00000008249	4604
ENSDARG00000008255	4284
ENSDARG00000008263	1966
ENSDARG00000008275	6341
ENSDARG00000008278	3411
ENSDARG00000008279	1425
ENSDARG00000008287	2273
ENSDARG00000008292	2175
ENSDARG00000008305	1641
ENSDARG00000008306	4102
ENSDARG00000008310	2793
ENSDARG00000008322	5656
ENSDARG00000008329	3385
ENSDARG00000008333	1151
ENSDARG00000008363	1838
ENSDARG00000008370	3647
ENSDARG00000008372	3030
ENSDARG00000008377	8415
ENSDARG00000008380	2077
ENSDARG00000008383	1687
ENSDARG00000008384	4234
ENSDARG00000008388	4473
ENSDARG00000008395	5312
ENSDARG00000008396	1912
ENSDARG00000008398	6852
ENSDARG00000008403	2098
ENSDARG00000008407	2891
ENSDARG00000008413	11102
ENSDARG00000008414	2043
ENSDARG00000008433	3834
ENSDARG00000008434	2198
ENSDARG00000008439	1717
ENSDARG00000008447	2329
ENSDARG00000008450	5078
ENSDARG00000008454	3572
ENSDARG00000008457	2352
ENSDARG00000008461	4174
ENSDARG00000008472	3390
ENSDARG00000008473	2784
ENSDARG00000008480	2760
ENSDARG00000008485	4607
ENSDARG00000008487	12133
ENSDARG00000008490	2156
ENSDARG00000008491	4418
ENSDARG00000008494	2836
ENSDARG00000008502	1222
ENSDARG00000008503	2733
ENSDARG00000008540	1367
ENSDARG00000008541	2289
ENSDARG00000008542	4246
ENSDARG00000008548	3954
ENSDARG00000008551	1277
ENSDARG00000008553	2550
ENSDARG00000008560	1984
ENSDARG00000008568	2461
ENSDARG00000008573	2959
ENSDARG00000008575	8001
ENSDARG00000008592	3569
ENSDARG00000008593	7399
ENSDARG00000008623	1275
ENSDARG00000008637	4907
ENSDARG00000008639	3648
ENSDARG00000008660	4572
ENSDARG00000008662	6511
ENSDARG00000008678	1903
ENSDARG00000008697	7075
ENSDARG00000008703	2238
ENSDARG00000008706	1821
ENSDARG00000008720	3455
ENSDARG00000008723	3024
ENSDARG00000008727	1986
ENSDARG00000008732	2372
ENSDARG00000008735	2175
ENSDARG00000008740	2840
ENSDARG00000008748	1795
ENSDARG00000008757	1677
ENSDARG00000008765	2394
ENSDARG00000008767	3522
ENSDARG00000008772	3779
ENSDARG00000008784	3153
ENSDARG00000008785	1806
ENSDARG00000008788	5192
ENSDARG00000008790	1622
ENSDARG00000008796	1326
ENSDARG00000008803	4105
ENSDARG00000008805	2506
ENSDARG00000008807	1509
ENSDARG00000008808	6077
ENSDARG00000008811	1705
ENSDARG00000008816	2482
ENSDARG00000008818	4030
ENSDARG00000008829	1740
ENSDARG00000008832	1636
ENSDARG00000008835	4813
ENSDARG00000008840	2600
ENSDARG00000008849	7179
ENSDARG00000008852	7304
ENSDARG00000008858	1707
ENSDARG00000008859	2600
ENSDARG00000008861	3593
ENSDARG00000008866	940
ENSDARG00000008867	2889
ENSDARG00000008880	4895
ENSDARG00000008884	3577
ENSDARG00000008886	1424
ENSDARG00000008890	1548
ENSDARG00000008904	6267
ENSDARG00000008906	1828
ENSDARG00000008912	2685
ENSDARG00000008920	396
ENSDARG00000008931	1889
ENSDARG00000008936	992
ENSDARG00000008946	1149
ENSDARG00000008947	3122
ENSDARG00000008948	2315
ENSDARG00000008953	1549
ENSDARG00000008966	5999
ENSDARG00000008969	2259
ENSDARG00000008976	17739
ENSDARG00000008979	4510
ENSDARG00000008982	2858
ENSDARG00000008983	2293
ENSDARG00000008986	3544
ENSDARG00000009001	2058
ENSDARG00000009014	8491
ENSDARG00000009018	3933
ENSDARG00000009020	2954
ENSDARG00000009021	2280
ENSDARG00000009023	6717
ENSDARG00000009026	14544
ENSDARG00000009031	6819
ENSDARG00000009040	1474
ENSDARG00000009046	2413
ENSDARG00000009074	1365
ENSDARG00000009079	1657
ENSDARG00000009087	1273
ENSDARG00000009094	1955
ENSDARG00000009106	2885
ENSDARG00000009113	1593
ENSDARG00000009123	4616
ENSDARG00000009131	1617
ENSDARG00000009133	4020
ENSDARG00000009134	1489
ENSDARG00000009136	4869
ENSDARG00000009142	7140
ENSDARG00000009153	2101
ENSDARG00000009160	2124
ENSDARG00000009161	1593
ENSDARG00000009169	2313
ENSDARG00000009170	3873
ENSDARG00000009178	1084
ENSDARG00000009194	6103
ENSDARG00000009196	1322
ENSDARG00000009208	2908
ENSDARG00000009209	8262
ENSDARG00000009212	1815
ENSDARG00000009214	4257
ENSDARG00000009215	1076
ENSDARG00000009217	1904
ENSDARG00000009218	2067
ENSDARG00000009242	1613
ENSDARG00000009250	1388
ENSDARG00000009252	1772
ENSDARG00000009253	2301
ENSDARG00000009262	2657
ENSDARG00000009266	1991
ENSDARG00000009267	1326
ENSDARG00000009273	2474
ENSDARG00000009280	6822
ENSDARG00000009281	3068
ENSDARG00000009285	3488
ENSDARG00000009299	3407
ENSDARG00000009311	1590
ENSDARG00000009313	2601
ENSDARG00000009315	2956
ENSDARG00000009336	2513
ENSDARG00000009341	7232
ENSDARG00000009342	3224
ENSDARG00000009346	3396
ENSDARG00000009350	1706
ENSDARG00000009351	1611
ENSDARG00000009372	663
ENSDARG00000009386	1995
ENSDARG00000009387	12079
ENSDARG00000009390	2285
ENSDARG00000009401	7027
ENSDARG00000009402	3133
ENSDARG00000009418	7103
ENSDARG00000009430	4583
ENSDARG00000009436	2576
ENSDARG00000009438	5524
ENSDARG00000009443	1667
ENSDARG00000009447	1040
ENSDARG00000009459	2297
ENSDARG00000009466	2096
ENSDARG00000009470	2961
ENSDARG00000009471	4086
ENSDARG00000009472	1177
ENSDARG00000009473	4833
ENSDARG00000009477	1979
ENSDARG00000009480	3439
ENSDARG00000009482	1480
ENSDARG00000009484	5093
ENSDARG00000009488	1775
ENSDARG00000009493	3409
ENSDARG00000009494	4871
ENSDARG00000009499	26957
ENSDARG00000009505	1635
ENSDARG00000009511	1048
ENSDARG00000009524	4240
ENSDARG00000009525	2941
ENSDARG00000009534	2545
ENSDARG00000009544	1107
ENSDARG00000009549	16386
ENSDARG00000009550	1865
ENSDARG00000009553	1258
ENSDARG00000009557	1995
ENSDARG00000009567	11941
ENSDARG00000009568	2003
ENSDARG00000009585	4217
ENSDARG00000009594	3986
ENSDARG00000009607	2968
ENSDARG00000009610	4882
ENSDARG00000009612	2229
ENSDARG00000009624	5881
ENSDARG00000009626	1665
ENSDARG00000009629	5447
ENSDARG00000009637	3579
ENSDARG00000009640	942
ENSDARG00000009653	1445
ENSDARG00000009657	2014
ENSDARG00000009673	1762
ENSDARG00000009677	6056
ENSDARG00000009681	1440
ENSDARG00000009685	3535
ENSDARG00000009689	4100
ENSDARG00000009693	5963
ENSDARG00000009702	4674
ENSDARG00000009724	2596
ENSDARG00000009727	2742
ENSDARG00000009733	5194
ENSDARG00000009735	4696
ENSDARG00000009738	2563
ENSDARG00000009740	2424
ENSDARG00000009743	2466
ENSDARG00000009745	3453
ENSDARG00000009748	1326
ENSDARG00000009753	1329
ENSDARG00000009754	4190
ENSDARG00000009764	1879
ENSDARG00000009771	1722
ENSDARG00000009779	1409
ENSDARG00000009782	7107
ENSDARG00000009783	3063
ENSDARG00000009796	2183
ENSDARG00000009806	1248
ENSDARG00000009822	1673
ENSDARG00000009823	2870
ENSDARG00000009825	1947
ENSDARG00000009830	5644
ENSDARG00000009837	2480
ENSDARG00000009839	1950
ENSDARG00000009844	1121
ENSDARG00000009851	2060
ENSDARG00000009862	3163
ENSDARG00000009864	2263
ENSDARG00000009868	2117
ENSDARG00000009870	2240
ENSDARG00000009871	917
ENSDARG00000009874	1562
ENSDARG00000009881	1484
ENSDARG00000009885	2627
ENSDARG00000009886	1262
ENSDARG00000009899	2409
ENSDARG00000009901	3840
ENSDARG00000009922	4421
ENSDARG00000009930	1749
ENSDARG00000009939	2612
ENSDARG00000009941	3874
ENSDARG00000009942	3706
ENSDARG00000009949	4879
ENSDARG00000009950	1041
ENSDARG00000009953	9676
ENSDARG00000009958	4069
ENSDARG00000009961	1819
ENSDARG00000009978	408
ENSDARG00000009982	7134
ENSDARG00000010002	1328
ENSDARG00000010008	1861
ENSDARG00000010010	3489
ENSDARG00000010018	2664
ENSDARG00000010021	1955
ENSDARG00000010023	1981
ENSDARG00000010029	3128
ENSDARG00000010031	6361
ENSDARG00000010032	1181
ENSDARG00000010035	3013
ENSDARG00000010042	5369
ENSDARG00000010047	1505
ENSDARG00000010051	1888
ENSDARG00000010052	6508
ENSDARG00000010059	3363
ENSDARG00000010070	3823
ENSDARG00000010075	2004
ENSDARG00000010078	3659
ENSDARG00000010083	7945
ENSDARG00000010085	2081
ENSDARG00000010096	2095
ENSDARG00000010097	1719
ENSDARG00000010098	2959
ENSDARG00000010108	1088
ENSDARG00000010113	1034
ENSDARG00000010130	1767
ENSDARG00000010132	3234
ENSDARG00000010137	6999
ENSDARG00000010144	3820
ENSDARG00000010145	2819
ENSDARG00000010146	1341
ENSDARG00000010149	1954
ENSDARG00000010154	2442
ENSDARG00000010155	3788
ENSDARG00000010160	1315
ENSDARG00000010169	1485
ENSDARG00000010181	4258
ENSDARG00000010183	2165
ENSDARG00000010186	8031
ENSDARG00000010192	2919
ENSDARG00000010194	2456
ENSDARG00000010207	2167
ENSDARG00000010231	3396
ENSDARG00000010238	1874
ENSDARG00000010244	787
ENSDARG00000010246	2442
ENSDARG00000010248	1963
ENSDARG00000010250	1746
ENSDARG00000010252	3638
ENSDARG00000010255	3861
ENSDARG00000010266	6514
ENSDARG00000010267	5383
ENSDARG00000010270	2069
ENSDARG00000010276	2556
ENSDARG00000010279	2206
ENSDARG00000010280	7238
ENSDARG00000010281	4687
ENSDARG00000010294	1089
ENSDARG00000010296	2299
ENSDARG00000010300	2293
ENSDARG00000010301	4926
ENSDARG00000010312	3590
ENSDARG00000010316	2600
ENSDARG00000010317	1448
ENSDARG00000010318	2072
ENSDARG00000010331	1586
ENSDARG00000010332	4678
ENSDARG00000010347	1574
ENSDARG00000010350	804
ENSDARG00000010376	2016
ENSDARG00000010381	2097
ENSDARG00000010384	1571
ENSDARG00000010385	1859
ENSDARG00000010400	3781
ENSDARG00000010407	3698
ENSDARG00000010408	5760
ENSDARG00000010411	4294
ENSDARG00000010415	2388
ENSDARG00000010420	1778
ENSDARG00000010423	1636
ENSDARG00000010425	2812
ENSDARG00000010432	2208
ENSDARG00000010434	1955
ENSDARG00000010437	1936
ENSDARG00000010442	2843
ENSDARG00000010445	2128
ENSDARG00000010454	2310
ENSDARG00000010472	3907
ENSDARG00000010477	3586
ENSDARG00000010478	2804
ENSDARG00000010481	2050
ENSDARG00000010482	1999
ENSDARG00000010487	1474
ENSDARG00000010514	1137
ENSDARG00000010515	1747
ENSDARG00000010516	2385
ENSDARG00000010519	11603
ENSDARG00000010524	2743
ENSDARG00000010531	3957
ENSDARG00000010553	1327
ENSDARG00000010555	2432
ENSDARG00000010556	1722
ENSDARG00000010563	2666
ENSDARG00000010565	1695
ENSDARG00000010571	3762
ENSDARG00000010572	3220
ENSDARG00000010583	5376
ENSDARG00000010586	1540
ENSDARG00000010591	2945
ENSDARG00000010596	2155
ENSDARG00000010601	5340
ENSDARG00000010602	1836
ENSDARG00000010603	1621
ENSDARG00000010610	4019
ENSDARG00000010619	2455
ENSDARG00000010625	1431
ENSDARG00000010630	989
ENSDARG00000010641	4794
ENSDARG00000010654	2622
ENSDARG00000010655	3179
ENSDARG00000010658	3939
ENSDARG00000010662	931
ENSDARG00000010673	2230
ENSDARG00000010680	658
ENSDARG00000010681	6429
ENSDARG00000010700	639
ENSDARG00000010701	720
ENSDARG00000010710	2631
ENSDARG00000010712	1623
ENSDARG00000010717	857
ENSDARG00000010721	3524
ENSDARG00000010727	2791
ENSDARG00000010728	2249
ENSDARG00000010729	5800
ENSDARG00000010732	1936
ENSDARG00000010738	1371
ENSDARG00000010745	2721
ENSDARG00000010752	7393
ENSDARG00000010756	3862
ENSDARG00000010758	2677
ENSDARG00000010764	3341
ENSDARG00000010767	8510
ENSDARG00000010770	2170
ENSDARG00000010773	7810
ENSDARG00000010779	4080
ENSDARG00000010782	1438
ENSDARG00000010784	4846
ENSDARG00000010785	7446
ENSDARG00000010789	4515
ENSDARG00000010791	4825
ENSDARG00000010792	3191
ENSDARG00000010794	6417
ENSDARG00000010816	5803
ENSDARG00000010823	2162
ENSDARG00000010831	901
ENSDARG00000010841	1907
ENSDARG00000010844	1107
ENSDARG00000010862	2007
ENSDARG00000010873	3378
ENSDARG00000010878	2199
ENSDARG00000010905	4004
ENSDARG00000010918	2958
ENSDARG00000010925	1422
ENSDARG00000010933	2015
ENSDARG00000010934	1835
ENSDARG00000010936	4032
ENSDARG00000010940	1476
ENSDARG00000010941	2617
ENSDARG00000010945	4499
ENSDARG00000010946	5778
ENSDARG00000010948	3689
ENSDARG00000010953	2025
ENSDARG00000010956	3051
ENSDARG00000010957	3000
ENSDARG00000010958	2147
ENSDARG00000010962	1189
ENSDARG00000010965	1345
ENSDARG00000010977	1903
ENSDARG00000010978	2903
ENSDARG00000010981	1975
ENSDARG00000011000	2819
ENSDARG00000011020	1167
ENSDARG00000011023	1504
ENSDARG00000011026	959
ENSDARG00000011027	7424
ENSDARG00000011042	1671
ENSDARG00000011049	3066
ENSDARG00000011055	2496
ENSDARG00000011065	5919
ENSDARG00000011066	3767
ENSDARG00000011072	3733
ENSDARG00000011076	1865
ENSDARG00000011079	3560
ENSDARG00000011083	1949
ENSDARG00000011088	6002
ENSDARG00000011091	1692
ENSDARG00000011094	5478
ENSDARG00000011113	1892
ENSDARG00000011122	4955
ENSDARG00000011125	963
ENSDARG00000011141	4529
ENSDARG00000011146	692
